source,country,area,date,hour,price,currency,unit,granularity,ingested_at
ember,Finland,Finland,2020-04-10,,13.91,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-11,,15.84,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-12,,3.79,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-13,,6.0,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-14,,29.5,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-15,,35.59,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-16,,26.6,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-17,,31.13,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-18,,15.45,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-19,,11.13,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-20,,27.04,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-21,,29.45,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-22,,31.21,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-23,,28.16,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-24,,15.75,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-25,,8.87,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-26,,12.01,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-27,,27.04,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-28,,29.74,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-29,,27.18,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-04-30,,24.89,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-01,,7.94,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-02,,9.15,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-03,,10.5,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-04,,22.74,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-05,,17.88,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-06,,11.59,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-07,,14.13,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-08,,27.69,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-09,,11.79,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-10,,10.71,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-11,,18.72,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-12,,30.68,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-13,,30.6,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-14,,24.4,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-15,,28.79,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-16,,14.3,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-17,,10.51,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-18,,45.12,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-19,,33.71,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-20,,28.04,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-21,,13.47,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-22,,20.27,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-23,,4.31,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-24,,6.37,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-25,,28.25,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-26,,31.53,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-27,,29.35,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-28,,21.44,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-29,,22.94,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-30,,11.05,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-05-31,,5.33,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-01,,28.6,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-02,,33.02,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-03,,36.08,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-04,,34.89,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-05,,28.35,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-06,,5.76,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-07,,7.37,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-08,,26.43,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-09,,32.02,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-10,,21.85,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-11,,20.1,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-12,,22.04,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-13,,2.97,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-14,,3.43,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-15,,34.94,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-16,,31.93,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-17,,34.76,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-18,,32.72,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-19,,7.54,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-20,,8.71,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-21,,12.76,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-22,,37.71,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-23,,47.15,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-24,,43.18,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-25,,80.21,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-26,,47.91,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-27,,31.78,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-28,,27.55,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-29,,34.08,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-06-30,,31.55,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-01,,30.19,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-02,,37.41,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-03,,25.53,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-04,,3.41,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-05,,2.51,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-06,,5.68,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-07,,16.79,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-08,,26.67,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-09,,31.2,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-10,,14.94,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-11,,11.27,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-12,,12.03,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-13,,22.85,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-14,,25.03,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-15,,25.82,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-16,,28.95,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-17,,35.19,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-18,,12.92,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-19,,10.55,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-20,,31.56,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-21,,24.05,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-22,,10.8,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-23,,14.01,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-24,,12.56,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-25,,11.97,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-26,,14.57,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-27,,21.22,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-28,,25.95,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-29,,23.78,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-30,,24.85,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-07-31,,34.21,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-01,,33.11,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-02,,28.32,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-03,,37.21,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-04,,36.91,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-05,,42.21,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-06,,44.7,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-07,,41.66,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-08,,26.7,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-09,,24.34,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-10,,38.76,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-11,,39.65,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-12,,46.07,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-13,,45.83,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-14,,40.06,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-15,,28.39,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-16,,22.75,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-17,,49.0,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-18,,70.66,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-19,,55.06,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-20,,50.23,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-21,,45.45,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-22,,26.34,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-23,,26.68,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-24,,48.66,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-25,,53.78,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-26,,42.42,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-27,,49.75,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-28,,45.35,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-29,,33.83,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-30,,31.31,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-08-31,,52.36,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-01,,51.43,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-02,,47.08,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-03,,44.98,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-04,,40.06,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-05,,28.68,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-06,,30.32,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-07,,45.6,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-08,,37.49,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-09,,44.41,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-10,,44.73,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-11,,48.09,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-12,,27.37,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-13,,21.98,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-14,,44.32,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-15,,67.47,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-16,,44.6,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-17,,42.26,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-18,,35.42,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-19,,29.67,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-20,,21.99,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-21,,25.59,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-22,,31.68,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-23,,33.77,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-24,,34.64,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-25,,34.99,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-26,,21.19,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-27,,16.12,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-28,,42.12,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-29,,52.58,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-09-30,,42.72,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-01,,35.53,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-02,,31.1,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-03,,18.43,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-04,,8.12,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-05,,41.17,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-06,,30.06,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-07,,35.88,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-08,,40.19,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-09,,37.25,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-10,,25.87,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-11,,25.2,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-12,,49.44,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-13,,47.0,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-14,,36.91,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-15,,37.11,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-16,,42.38,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-17,,20.5,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-18,,22.56,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-19,,39.51,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-20,,55.08,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-21,,36.7,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-22,,37.38,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-23,,36.4,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-24,,17.34,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-25,,14.05,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-26,,21.42,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-27,,20.0,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-28,,25.39,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-29,,22.72,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-30,,39.92,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-10-31,,12.87,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-01,,5.36,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-02,,3.9,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-03,,12.78,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-04,,8.27,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-05,,3.07,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-06,,23.61,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-07,,4.29,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-08,,23.8,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-09,,48.03,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-10,,61.81,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-11,,46.53,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-12,,47.31,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-13,,39.5,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-14,,9.4,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-15,,3.78,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-16,,14.96,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-17,,12.13,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-18,,30.33,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-19,,23.55,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-20,,55.7,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-21,,8.5,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-22,,3.73,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-23,,23.72,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-24,,34.49,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-25,,20.27,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-26,,43.9,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-27,,60.8,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-28,,42.46,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-29,,32.82,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-11-30,,80.26,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-12-01,,66.13,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-12-02,,58.01,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-12-03,,33.31,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-12-04,,30.8,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
ember,Finland,Finland,2020-12-05,,19.65,EUR,EUR/MWh,daily,2026-02-09 12:25:50.795948+00:00
